qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
Ablp_F2	3R	100.000	11	0	0	1	11	30498897	30498887	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	10	20	30580964	30580974	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	3	13	30588914	30588904	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	1	11	30849532	30849522	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	10	20	31029067	31029057	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	2	12	31936716	31936706	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	10	20	31951692	31951702	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	4	14	31979697	31979687	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	2	12	32062920	32062930	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	4	14	32128061	32128071	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	5	15	32987362	32987372	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	3	13	33548708	33548718	145	22.3	20
Ablp_F2	3R	93.333	15	1	0	3	17	34242969	34242955	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	4	14	34850676	34850666	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	3	13	35269787	35269777	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	10	20	35649181	35649191	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	10	20	35741836	35741826	145	22.3	20
Ablp_F2	3R	100.000	11	0	0	3	13	35787175	35787185	145	22.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	2649105	2649096	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	2657660	2657651	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	2661268	2661259	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	2665431	2665422	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	4104817	4104808	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	4113821	4113830	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	4116243	4116252	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	4117331	4117340	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	4119753	4119762	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	4273784	4273775	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	5029646	5029655	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	6518901	6518892	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6579464	6579455	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6634185	6634194	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6743523	6743532	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6750133	6750142	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6756702	6756711	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6763303	6763312	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	6769951	6769942	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6934709	6934718	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	6961308	6961317	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	7009017	7009008	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	7137135	7137144	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	7464521	7464530	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	7973616	7973625	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	8081741	8081732	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	8158609	8158600	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	8163059	8163050	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	8202053	8202062	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	8278833	8278842	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	8339677	8339686	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	8343220	8343211	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	8353593	8353584	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	8688231	8688222	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	8855539	8855548	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	8883965	8883974	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	9275920	9275911	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	9475322	9475313	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	9531610	9531619	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	9532099	9532108	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	9540267	9540258	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	9615631	9615640	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	9664951	9664960	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	9690076	9690085	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	9696680	9696689	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	9774232	9774223	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	9955440	9955449	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	10006712	10006703	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	10439631	10439640	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	10500714	10500723	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	10501188	10501197	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	10551851	10551860	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	10634856	10634865	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	10930922	10930931	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	11054435	11054444	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	11344278	11344269	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	11352788	11352797	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	11367462	11367471	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	11514512	11514503	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	11545682	11545673	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	11688224	11688237	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	11780739	11780730	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	11963970	11963961	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	12126816	12126825	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	12152103	12152094	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	12272559	12272568	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	12280095	12280104	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	12371870	12371861	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	12582084	12582075	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	12707076	12707067	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	12933461	12933470	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	13177165	13177156	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	13249943	13249952	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	13291077	13291068	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	2	15	13431549	13431536	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	13474391	13474382	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	2	15	13490279	13490292	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	13563653	13563644	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	13604007	13604016	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	1	14	13615784	13615797	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	13885357	13885348	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	13939667	13939658	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	14079343	14079334	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	14174716	14174725	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	14527999	14528008	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	14923901	14923892	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	14930504	14930495	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	14942351	14942360	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	15146206	15146215	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	15453683	15453692	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	15690767	15690758	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	15934679	15934688	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	15938870	15938861	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	16135373	16135382	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	16190444	16190435	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	16284933	16284942	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	16293722	16293713	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	16300812	16300821	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	16394158	16394167	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	16554925	16554934	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	16645367	16645358	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	16796792	16796783	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	16801340	16801349	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	16836583	16836574	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	16935848	16935857	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	17179888	17179897	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	17209744	17209735	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	17463652	17463661	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	17487341	17487332	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	17772112	17772103	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	17792394	17792403	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	17805215	17805206	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	18054141	18054132	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	18216707	18216716	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	18431656	18431665	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	18771944	18771953	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	18811144	18811135	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	18849812	18849803	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	18856732	18856723	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	18907494	18907485	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	19133673	19133664	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	19223116	19223107	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	19328692	19328701	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	19343648	19343657	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	19367247	19367238	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	19439833	19439824	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	19520399	19520408	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	19551956	19551965	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	19579748	19579757	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	19795096	19795109	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	19818359	19818350	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	19861286	19861277	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	19865864	19865873	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	20018788	20018797	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	20212793	20212784	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	20305325	20305334	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	20333225	20333234	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	20466486	20466495	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	20586662	20586671	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	20644321	20644312	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	20895976	20895985	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	21011251	21011242	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	21102650	21102659	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	21184781	21184772	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	21223433	21223442	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	21312946	21312937	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	2	15	21731778	21731791	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	21760335	21760344	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	21796088	21796097	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	22015008	22015017	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	22119701	22119692	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	22336884	22336893	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	22350084	22350093	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	22378065	22378056	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	22409336	22409349	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	22444395	22444408	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	22587773	22587764	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	22637136	22637127	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	22726904	22726895	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	22738373	22738364	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	22769893	22769902	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	22895652	22895643	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	23079726	23079717	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	23088031	23088022	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	23156505	23156496	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	23158517	23158526	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	23199437	23199428	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	23226890	23226899	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	23355028	23355037	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	23363082	23363091	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	23434315	23434306	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	23626103	23626090	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	23667960	23667951	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	23761243	23761252	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	23934988	23934979	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	24332954	24332945	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	24540074	24540065	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	24541444	24541453	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	24541535	24541544	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	24657409	24657400	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	24856828	24856837	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	24918781	24918772	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	24953921	24953930	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	25024226	25024235	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	25035739	25035730	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	25042389	25042380	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	25082707	25082716	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	25121831	25121840	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	25160085	25160094	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	25181355	25181364	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	25610378	25610369	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	25720832	25720841	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	25810786	25810795	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	25938990	25938999	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	26167050	26167059	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	26198044	26198035	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	26732786	26732777	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	26734304	26734313	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	26848003	26847994	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	26954625	26954616	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	27022069	27022060	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	27055653	27055662	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	27072222	27072213	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	27146609	27146600	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	27150338	27150329	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	27256503	27256512	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	27320165	27320174	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	27347015	27347006	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	27426666	27426657	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	27485384	27485375	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	27487085	27487076	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	27624788	27624797	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	27649995	27649986	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	7	20	27735629	27735642	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	27765729	27765738	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	2	15	27923703	27923716	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	4	17	27949575	27949562	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	27976200	27976209	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	28110388	28110397	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	28146652	28146643	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	28156418	28156427	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	28162002	28162011	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	28239959	28239950	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	28437368	28437377	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	28552436	28552445	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	28570343	28570352	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	28624100	28624091	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	28696009	28696018	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	28722283	28722274	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	28761097	28761088	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	28873100	28873109	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	28989244	28989235	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	29185081	29185072	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	29272291	29272282	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	29319742	29319733	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	29546833	29546824	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	29561185	29561194	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	29685133	29685124	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	29700460	29700469	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	29771627	29771636	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	29789044	29789035	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	29803359	29803368	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	29829443	29829452	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	30387671	30387680	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	3	12	30601051	30601042	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	30742602	30742611	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	30865343	30865334	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	30965856	30965865	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	31131461	31131470	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	31136905	31136896	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	31235429	31235438	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	31260033	31260042	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	31289648	31289639	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	31664920	31664929	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	32037000	32036991	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	32042430	32042421	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	32127854	32127863	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	32234947	32234938	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	32278978	32278969	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	5	18	32293955	32293968	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	32482787	32482778	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	32668458	32668449	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	32914530	32914539	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	8	17	33001542	33001533	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	33033613	33033622	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	11	20	33162490	33162481	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	1	10	33316036	33316045	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	4	17	33413059	33413072	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	5	14	33631064	33631073	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	6	15	33770099	33770090	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	33879769	33879778	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	33944999	33944990	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	9	18	34266307	34266298	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	2	11	34341862	34341871	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	34375042	34375033	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	7	16	34486767	34486776	574	20.3	20
Ablp_F2	3R	92.857	14	1	0	1	14	34584589	34584576	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	4	13	35058654	35058663	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	35464384	35464375	574	20.3	20
Ablp_F2	3R	100.000	10	0	0	10	19	35546281	35546272	574	20.3	20
Ablp_F2	3L	100.000	13	0	0	4	16	1428032	1428020	9.3	26.3	20
Ablp_F2	3L	100.000	13	0	0	1	13	9587805	9587793	9.3	26.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	244287	244298	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	6	17	2169900	2169911	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	9	20	3293830	3293819	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	4889320	4889331	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	1	12	9294928	9294939	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	1	12	11105000	11105011	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	11536191	11536180	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	12400136	12400125	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	1	12	15975656	15975645	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	3	14	18045147	18045136	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	18597398	18597409	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	8	19	19175230	19175241	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	2	13	19537241	19537252	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	5	16	21501209	21501198	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	6	17	22400621	22400632	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	5	16	23072384	23072395	37	24.3	20
Ablp_F2	3L	100.000	12	0	0	4	15	24026465	24026454	37	24.3	20
Ablp_F2	3L	100.000	11	0	0	4	14	501066	501076	145	22.3	20
Ablp_F2	3L	93.333	15	1	0	3	17	738272	738286	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	2	12	806824	806814	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	1	11	894970	894960	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	9	19	1250118	1250128	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	7	17	1692950	1692960	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	3	13	1742030	1742040	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	2	12	1930427	1930417	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	9	19	1962011	1962001	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	5	15	2827955	2827965	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	10	20	2973870	2973880	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	3	13	3076645	3076635	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	1	11	3344264	3344274	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	10	20	3917454	3917444	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	2	12	3996968	3996978	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	1	11	4479360	4479370	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	6	16	4904438	4904448	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	5	15	5615248	5615258	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	1	11	5672371	5672361	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	1	11	5863906	5863916	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	7	17	7037615	7037605	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	7	17	7430724	7430714	145	22.3	20
Ablp_F2	3L	100.000	11	0	0	6	16	7520150	7520160	145	22.3	20
